subj,question,response,Opinion,age,gender,ethnicity,ethnicity_TEXT,education,ses,trukID,Condition,DO-BL-DVsandMediators
27,4,7,I think she is self absorbed in her own little celebrity fantasy world.  I don't think reality has yet set in for her about how this way of life is unsustainable for her future.,34,1,5,,4,4,A3CH9PH0PSXDIP,2,instruct|neg_affect|pos_affect|life_satis
28,4,7,I think she basically believes that her efforts are worth it. She probably has some negative feelings about how she treats her old friends but thinks that the lifestyle she has/wants makes it ok.,25,1,5,,4,8,A35BY30TC8WCL4,2,instruct|life_satis|neg_affect|pos_affect
29,4,7,"Homegirl wants to be popular. She has tunnel vision for that goal. Because she is achieving that goal, she is satisfied with how her life is going. It is satisfying to achiee goals that you set out for, even if it means forgoing decency and wealth.",22,2,,,3,7,A316DI17XAYUOE,2,instruct|neg_affect|pos_affect|life_satis
30,4,7,"Maria is obsessed with her goal and doesn't care about anything else, so she is glad to be pursuing it. She is doing what she wants and she knows it, so this gives her purpose in life.",30,1,3,,5,9,A2DTTNGUXTEGHQ,2,instruct|life_satis|pos_affect|neg_affect
31,4,6,"She is thinking about what kind of people she may meet, and what kind of parties she might go to. She is always looking forward to the next fun activity to do. She doesn't dwell on any one thing too long, and can forget things easily if she wants to.",22,1,5,,6,2,A2WD53KJNTW1YE,2,instruct|pos_affect|neg_affect|life_satis
32,4,7,"I think that Maria is chasing after things that don't matter. She has to remember that money isn't everything. She should go after things of substance, like building relationships with people and learning. If she were to stop and think, she would realize that she's wasting her life on stupid, fleeting things.",29,2,5,,5,7,A1XXDKKNVQD4XE,2,instruct|pos_affect|life_satis|neg_affect
33,4,7,"Maria is living the life she always wanted to. Since she longs to be famous she spends all of her time chasing or hanging around famous, popular people. She is enjoying her chosen lifestyle and hopes to become as famous and popular as the people she spends all of her time with. ",40,2,5,,4,6,AQAXDL1INQC9Q,2,instruct|neg_affect|pos_affect|life_satis
34,4,7,Maria is completely satisfied with her new existence. She no longer regards her old friends as being important and thus is happy because she is only living in the now. She has moved onto a new life.,23,1,5,,2,9,A34JG5YYW98V22,2,instruct|neg_affect|pos_affect|life_satis
35,4,7,"Maria believes that she is an important and popular person and that she deserves only the best. She feels like she is doing important things in her life and she also thinks that she is on top of the world, and like life is a big rush.",25,1,5,,4,9,A32DA7RCYB1I7F,2,instruct|neg_affect|pos_affect|life_satis
36,4,7,Maria's mind is frantic and perplexed. She has millions of thoughts racing through it just to find attention and approval from the rich and famous. I think she believes what she's doing is right but she still carries hidden doubts. ,24,2,1,,4,10,A269JSFR6BWAW3,2,instruct|pos_affect|life_satis|neg_affect
37,4,7,"I believe Maria is blocking out negative thoughts by excessive partying, drinking and destructive short term behavoirs.  In the end she will realize the emptiness of this lifestyle.  ",49,1,5,,6,3,A22U145RR7J19O,2,instruct|life_satis|neg_affect|pos_affect
38,4,6,I just think she is in a state of denial and thinks that she can replace her old friends by partying with new famous people. She prioritizes partying and meeting famous people above all other aspects of her life and does not look back or reflect upon that decision.,21,1,2,,4,3,A15SW0N85D8YHJ,2,instruct|pos_affect|neg_affect|life_satis
39,4,7,She is literally too focused on wanting to become famous that she pretty much chooses to ignore her past if people are not known well enough. However she is very content with the fact of wanting to become famous that she will do whatever she can to be famous.,22,1,3,,4,7,A2V6H7SGLKZYWA,2,instruct|life_satis|pos_affect|neg_affect
40,4,5,"I think Maria is running away from herself and trying to be someone she is not.  She has been influenced by Hollywood so much, that she is star chasing and trying to become something she really should not.",32,1,5,,5,6,A1Q2I7G8105MPL,2,instruct|pos_affect|neg_affect|life_satis
41,4,7,"I think she is in denial of who she really is, and she is living a lie for a life. She thinks that her life is perfect when it is, in fact, not perfect and rather damaged. She is shunning out her friends and being fake for all of her new fake friends, which in the end, is going to result in an unhappy life.",18,1,5,,4,5,A150TK4X5WQFP7,2,instruct|life_satis|pos_affect|neg_affect
42,4,7,"Maria figures that if she tries hard enough, she will be able to live the life of a celebrity. She has basically blocked out reality, and tries her best to fit in with the crowd.",19,1,5,,4,4,AI1YP6U3B51QQ,2,instruct|pos_affect|life_satis|neg_affect
43,4,6,Maria is ignoring real connections she has with other people. she is denying real connections in favor of external rewards. I doubt she is capable of knowing if someone is being truthful with her. Since all her validation comes from others eventually she will be disapointed.,51,2,5,,6,8,A16QWUZ58QTD5W,2,instruct|pos_affect|neg_affect|life_satis
44,4,7,"Maria has fixated on a specific goal that makes sense to her. She is preoccupied with achieving that goal and identifies with being, in the future, someone who is destined to arrive at that goal.  She is driven to achieve that goal by any means she can.",54,1,5,,3,8,AU7V52XJGL5C4,2,instruct|neg_affect|life_satis|pos_affect
45,4,6,She is trying to convince herself that everything is perfect in her life and that she's happy. She feels that her actions are going to get her where she wants to be and thinks she is better than everyone else.,40,2,5,,4,7,A14NPQJGNAS03F,2,instruct|life_satis|pos_affect|neg_affect
46,4,7,She thinks about herself a lot and the kind of person she wants to be and how she wants to be perceived by others. This is the sole criteria for the amount of satisfaction in her life,31,2,5,,4,10,AXJ5UHJYQOATK,2,instruct|pos_affect|neg_affect|life_satis
47,4,5,"It seems Maria is trying very hard to fit in and be accepted into the celebrity clique. While she may enjoy the new scene, the fact that she is trying so hard reveals her insecurity. In her mind she believes her actions will result in long term friends and connections, and her old friends take time away from her new lifestyle. ",35,1,5,,4,8,A1JKC3T0UEYNP7,2,instruct|neg_affect|pos_affect|life_satis
48,4,5,"Maria is always thinking about what is going on in her day-to-day life, she has to look her best for a party she's going to that night and grab some alcohol to go with it. She looks forward to wining and dining with famous people and her schedule is full of that type of event",24,1,3,,5,6,A2GNS8YQ7S233F,2,instruct|life_satis|pos_affect|neg_affect
49,4,5,"I think that she's telling herself she's happy, but I don't know that she really is.  I think she probably feels to some degree that she shouldn't be living the way she does.  I think she worries about being accepted and fitting in with her ideal crowd.",21,1,5,,4,8,A2DX55CNB6ZF1W,2,instruct|neg_affect|life_satis|pos_affect
50,4,7,"The way I see her life and if I think she's happy or not isn't important. She believes she is happy. Maybe she is shallow and short- sighted, yes. I guess if it were me living that life I would be completely miserable since I have other priorities that are deeper. But maybe this is the best she can do right now. When she knows better she will do better.",51,2,5,,3,6,A3IHLWMZNBLUR4,2,instruct|life_satis|neg_affect|pos_affect
51,4,7,"I would guess that Maria knows that her life is a sham.  Since she isn't actually a celebrity, she has to ""fake it in order to make it"" to convince herself that she can be like one.  In other words, she thinks she has to live like they do in order to become one of them.",26,1,3,,5,8,A3KHGQ06O421QQ,2,instruct|pos_affect|neg_affect|life_satis
52,4,6,I think Maria is just delusional about the way she's living. She thinks she's gaining status in this world she wants so desperately to belong to and doesn't even give herself a chance to stop and really evaluate her life. ,26,1,5,,4,8,A164RBTU9AO3G7,2,instruct|pos_affect|life_satis|neg_affect
53,4,6,"I think Maria is going through a lot of emotional battle. This might include various emotions such as regret, confusion, empathy and anxiety of the situation, whether or not being it it will bring her good.",26,2,3,,5,5,A11AC8ZZG6UC7U,2,instruct|neg_affect|pos_affect|life_satis
54,4,7,"She thinks the way to happiness is thru being rich, famous, and knowing the right people. I think , down deep, she is actually very unhappy. It sounds like she drinks so much, she is never sober enough to realize it.",58,2,5,,4,8,A167SYXGXFU7C8,2,instruct|neg_affect|pos_affect|life_satis
55,4,7,"Maria seems to be a social climber. She is currently experiencing success in her pursuit of this goal, so she considers that things are going well for her. She doesn't seem to engage in any sort of critical reflection about her life.",24,1,5,,5,6,A27LGC4MU1R7PQ,2,instruct|life_satis|neg_affect|pos_affect
56,4,7,Maria is so distracted she doesn't slow down long enough to feel anything real. She is brainwashing herself into thinking she's happy all the time. No one is happy constantly.,30,2,5,,5,8,AIE526FZZRE8,2,instruct|neg_affect|pos_affect|life_satis
57,4,7,Maria is a self-centered woman who is only looking out for her own best interests. Deep down Maria is not a happy person. She appears to be happy and she even thinks she is. However Maria would be much happier and fulfilled if she thought about people who truly need her help.,35,2,5,,4,6,A26UAJWMMNN351 ,2,instruct|life_satis|neg_affect|pos_affect
58,4,6,She is delusional. The image is what matters. There is no substance. Her life is shallow. It is superficial. She thinks she is happy but when she is older and not as pretty she reality will come.,51,2,5,,5,6,A3RFYVT9LNL94K ,2,instruct|pos_affect|neg_affect|life_satis
59,4,7,"I think that Maria is avoiding thinking about the consequences of her actions and how others feel. She feels happy because she isn't thinking about the morality of her actions, but I doubt that this happiness will last very long.",22,2,5,,4,7,A3NJL2MFFV8YOZ,2,instruct|life_satis|neg_affect|pos_affect
60,4,5,"Maria is delaying acceptance of reality. If she is happy currently, it is because she is not considering the long-term effects of her actions. She is temporarily happy, but this is not a lasting happiness.",23,1,5,,5,4,A1MT4NSHFBBHG6,2,instruct|pos_affect|life_satis|neg_affect
61,4,7,I think Maria belives she is getting exactly what she wanted out of life and that she will soon be a celebrity herself. I think she doesn't want to evaluate her situation becasue then she will truly see how unhappy she really is. The drinking and aprtying suppress the lonelyness she feels.,35,2,2,,4,6,A3DZ46U9XRLVBI,2,instruct|neg_affect|pos_affect|life_satis
62,4,7,Maria is fully focused on her goal of becoming popular and is willing to take any actions necessary to achieve her goal.  She doesn't worry about what she is giving up in pursuit of her goal.,31,2,5,,5,4,A1MLC8HETIE13W,2,instruct|pos_affect|life_satis|neg_affect
63,4,7,"Maria is living a lifestyle that does not allow her to experience anything truly meaningful.  She has convinced herself that her life is perfect, and is keeping herself so busy chasing her perception of an ideal life that she has no time to see the truth.",27,2,5,,4,9,A339XOY8DU2UWE,2,instruct|life_satis|neg_affect|pos_affect
64,4,6,"Maria is thinking about how much she wants to fulfill her life goals, which is to become really a famous and popular celebrity. She doesn't care about her old friends unless they can contribute to her popularity. She feels like she's on top of the world.",23,2,3,,5,6,A38OOGMA0M6KFC,2,instruct|pos_affect|neg_affect|life_satis
65,4,7,"Maria's mind is focused on how, if she parties with famous people, she will eventually become a famous person herself.  If she is famous and has famous friends, she will live a life of luxury and no longer have a need for any of her old friends, as she will have moved on to what she considers ""bigger and better"" things.",31,1,5,,5,5,A2OCP3UDPBH0ME,2,instruct|neg_affect|pos_affect|life_satis
66,4,7,"In the same way that a drug addict's mind is focused on acquiring their drugs and getting high, Maria's mind is completely focused on her pursuit of celebrity and trying to achieve the trappings of the celebrity lifestyle. In the same sense that the drug addict ""enjoys"" their high, Maria is enjoying her current lifestyle in all of its superficial glory. Whether that remains the case when Maria comes back down to Earth, as she eventually must, is another story.",50,1,3,,6,6,AVV4KDLSDAS9E,2,instruct|neg_affect|pos_affect|life_satis
67,4,7,"Maria belives she is living the way that her role models lived. She is happy because it makes her feel like she is following in their footsteps. Also, she is living out her dream. Following her ambitions. But, I don't feel this story will have a happy ending.",40,1,5,,2,6,A3QF8W08D8LGVT,2,instruct|pos_affect|life_satis|neg_affect
68,4,7,Maria thinks that she is popular and she feels like she is important and needed. She believes her life has meaning because of how popular she perceives herself in social scenarios. ,27,1,5,,5,4,A2LEY4X3LD8G26,2,instruct|pos_affect|life_satis|neg_affect
69,4,6,"Maria is fooling herself by thinking that fame will bring her happiness.  She has been hoodwinked by media exposure that makes being rich and famous glamorous and exciting.  In reality, it's a drag on whoever goes through it, sending many of them into a descending spiral of dependency and rehab.",54,1,5,,5,5,AKFUA2F8Q2BFF,2,instruct|pos_affect|life_satis|neg_affect
70,4,7,Maria is thinking about taking things a day at a time and only about herself.  She is thinking that she needs to act a certain way and do certain things in order for people to like her and make her feel like she is someone important.,31,1,5,,2,7,A1FQGVP8SX5WE2,2,instruct|neg_affect|pos_affect|life_satis
71,4,7,"Maria thinks she is succeeding at becoming friends/interacting with people she intended to befriend. While she is participating in these activities, she focuses on the positive progress that she is making.",23,2,1,,5,7,A3HKUTT4DCCMSS,2,instruct|neg_affect|life_satis|pos_affect
72,4,3,Maria is an idiot.  She is losing her friends and is out of touch with reality.  She thinks she can be famous by just partying but she is actually a moron.  This has been much more than 2 sentences. ,224,1,5,,4,7,A3OLM6LKQORVID,2,instruct|neg_affect|life_satis|pos_affect
73,4,7,Maria wants to be popular and thinks it is cool to hang out and be with celebrities. She feels this will give her the most happiness out of life. So she does whatever she can to be around celebrities that she wants to be like.,34,2,5,,5,6,ALGL826MO4BKZ,2,instruct|life_satis|pos_affect|neg_affect
74,4,7,She is under the illusion of being happy because in her mind that's what happy people do. They are popular and well liked and party all night. She is living a fantasy and thinks it is satisfying.,27,1,5,,4,9,A3H0XGON3XVK12,2,instruct|neg_affect|life_satis|pos_affect
75,4,7,Maria is thinking that she could live a fulfilling life simply by associating with famous people. This gives her some purpose in life beyond that of her otherwise average lifestyle. ,22,1,5,,5,5,A34UPVY66RH2DE,2,instruct|neg_affect|life_satis|pos_affect
76,4,6,Maria is probably thinking she is doing what is best for her. In her mind she is doing what she wants to do and that is making her feel good about herself and what she is doing. In her mind she's living with no regrets and doing what she wants to be doing.,31,1,5,,4,7,A11PRWDEG0F81I,2,instruct|pos_affect|life_satis|neg_affect
77,4,4,"In Maria's mind I feel she is having a mix of emotions. On the outside she carries a happy persona but yet deep down she truly is trying to be like someone she is not, hence her true unhappiness.",23,1,5,,4,7,A13T0QZCPPIEO9,2,instruct|neg_affect|life_satis|pos_affect
78,4,6,Maria is thinking about all the blessings in her life. Her family and her friends make her life worth living. Taking care of them allows for her to take care of herself. She's likely to count her blessings or give thanks on a daily basis.,24,2,5,,4,8,A328NWLCNGQ7GJ,1,instruct|pos_affect|neg_affect|life_satis
79,4,7,She knows that everything is going right in her mind and will continue to do what ever it is she is doing which is spending her time with her children. I don't really know what else to say that is going through her mind with that short paragraph. There just wasn't enough info for me to know what is truly going on with her life. ,25,1,3,,4,8,A2QGSGRJBSAESJ,1,instruct|pos_affect|life_satis|neg_affect
80,4,7,Maria is wondering whether what she can do on a day to day basis to make sure her children are happy and safe.  She is planning out her next project and what she can do to foster her children's intelligence.,32,2,5,,4,8,A1KZ6I92SWIN75,1,instruct|life_satis|pos_affect|neg_affect
81,4,7,Maria would do anything to make sure that her kids are happy and that they can have a great childhood. She'd like to spend more time with her own friends but values her children's happiness over her own,26,1,5,,4,7,A2RZZKQXMR3CF1,1,instruct|pos_affect|neg_affect|life_satis
82,4,7,Maria is thinking about her children and how well they are being brought up. She also is thinking about how they affect her life well and that she wouldn't change a thing. She expect the future to go on as it is right now.,25,1,5,,5,7,A30GMQSLMF1VC8,1,instruct|pos_affect|life_satis|neg_affect
83,4,6,"It makes Maria very happy to take care of her three children.  Even though she is very busy, she derives great pleasure and joy from all the activities that involve her children.  ",37,1,1,,5,8,AVQGY7FCU80XP,1,instruct|pos_affect|life_satis|neg_affect
84,4,7,"Maria is thinking primarily about her children and all the time she spends with them. Maria is thinking that she loves her children. Maria is also thinking that she still gets to spend some time with her old friends, but her kids are her priority.",23,1,5,,5,7,A2B9RYX8FBF7M9,1,instruct|pos_affect|neg_affect|life_satis
85,4,7,She is thinking about how she likes watching her children grow up and likes being a mother. She wants to spend time with old friends but children take up all of her time. She is still happy with her life.,27,2,5,,3,6,AXZU9N0EQ6NLF,1,instruct|pos_affect|neg_affect|life_satis
86,4,6,"Maria feels that the production of children (reproduction) is the highest creation that a human can achieve. By spawning three progeny, Maria has likely assured a long continuation of the lineage that traces back all the way to the first life on Earth.",30,1,1,,5,8,A207IHY6GERCFO,1,instruct|pos_affect|life_satis|neg_affect
87,4,7,"I believe that in Maria's mind she found a satisfying purpose in her life, one that is rewarding and satisfying. In her mind, she found her life meaning, and she is completed is content with it.",23,1,3,,4,6,A1153ZIEQX0ZJ8,1,instruct|neg_affect|life_satis|pos_affect
88,4,7,She is more than happy to take care of the children but she wants to keep in touch with her friends and would like someone to take care of the children a few times a month to have her own time. ,25,1,3,,5,8,A36XRHW6R8MU0C,1,instruct|pos_affect|life_satis|neg_affect
89,4,7,"I feel like Maria is confident and strong-willed.  She is determined to make the best of her situation and has a strong need to ensure the future is bright for her children.  She knows that through hard work and perseverance, she can make things great.",26,1,5,,6,7,A274NFT93QPBGL,1,instruct|life_satis|pos_affect|neg_affect
90,4,6,maria's mind is busy.  it is occupied for nearly every waking moment of every day.  she has little time to reflect on the past or to hope for the future.  she is raising three children and it is a full time job and she loves it.  she loves being a mother and it completes her.  she is no longer focused on herself but on others - her three children.,37,1,3,,5,5,A22MI8GGC8C8BQ,1,instruct|life_satis|pos_affect|neg_affect
91,4,7,"Maria's mind is stimulated by maintaining close relationships to those she holds close. In Maria's mind, maintaining these relationships is important to leading a healthy and fruitful life.",32,1,5,,5,5,A2M6Z8SPNEKQRM,1,instruct|neg_affect|life_satis|pos_affect
92,4,7,"She's is content with where she is in life, having children that she loves and good friends. She couldn't ask to be in a better place. She has all that she could ever ask for.",21,1,5,,2,9,A2RJHOC7VRA1PB,1,instruct|life_satis|neg_affect|pos_affect
93,4,7,"I think that Maria is thinking about how nice her life is and planning her day out.  She seemed very busy, and as a busy person I know that a lot of your time is spent thinking about the next thing you have to do and planning it out.  She might also be thinking about how she can be better for her children as well and little things she could do to make them happy.",20,1,5,,4,3,A30Z11C993ISKW,1,instruct|life_satis|pos_affect|neg_affect
94,4,6,"Maria is apathetic, she thinks about her children all the time. She doesn't have any free time in her day to dwell on any emotions she might be feeling, and she doesn't feel a need to because her children rely on her.",27,2,5,,3,6,A2YBZFSUD5OP7W,1,instruct|life_satis|pos_affect|neg_affect
95,4,7,"Maria appreciates the time she gets to spend with her children as they grow up. She loves them, and there is nothing else she would rather be doing than caring for them, and being a part of their life.",32,1,3,,5,4,A3QKPJ5NYH1W18,1,instruct|pos_affect|neg_affect|life_satis
96,4,6,"I think that Maria both feels a little regret for not seeing her friends, but she is also very happy about spending time with her children.  I think that she has this old desire, but her current happiness and obligations keep her from seeing her old friends. I think Maria is okay with that. ",30,1,,,6,7,A24CAU1WKCIPT5,1,instruct|life_satis|pos_affect|neg_affect
97,4,6,"I think while Maria is preoccupied with the busyness of life of being a mom, I think she sometimes wishes she could have a break.  / I think with being a single mom she tends to get lonely at times. ",23,2,6,Multiracial,4,6,AAXOAPIBFQUCB,1,instruct|pos_affect|neg_affect|life_satis
98,4,7,"She is thinking about her kids and their future mostly. She wants the best for them and she'll do whatever it takes to make sure that happens. She is like most mothers, dedicated to her children first and putting herself on the back burner.",20,2,6,Brazilian,2,7,A1SFABJ4NX5DFY,1,instruct|pos_affect|neg_affect|life_satis
99,4,7,"Maria likes being a mother and taking care of her family.  When she's taking care of her kids or planning for their future, she's doing something she enjoys.  She is altruistic in nature and giving of herself brings her joy.",22,2,5,,4,3,A187RK5K1JR4WP,1,instruct|neg_affect|life_satis|pos_affect
100,4,7,maria is bus with her kids which distracts her from worrying about being unappy. she enjoys and loves her children very much and they complete her life. She couldnt be more content with the way her life is going and the choices she has made,34,2,5,,5,7,A1T16G11LQWFXC,1,instruct|pos_affect|life_satis|neg_affect
101,4,7,Maria is looking out for the best interest of her children and looking forward into their future.  She's probaly thinking about finding a male compainion to spend her time with.,24,1,,,2,10,AOSLTO4W2A476,1,instruct|life_satis|pos_affect|neg_affect
102,4,6,Maria has a purpose in life (to raise her kids) and is doing that. She thinks she is doing the right thing and that is enough for her. It's really unclear what you mean by this question. ,32,1,5,,6,4,AXLI3O9CDOKL3,1,instruct|life_satis|pos_affect|neg_affect
103,4,3,maria is trying to balence her freinds and family and shes stressed out becuase she cant easily do both due to having to manage her children but she really wanted to hang out with her freinds but is having a hard time finding time,21,1,5,,2,5,A2L2BXLJG5OTSV,1,instruct|neg_affect|pos_affect|life_satis
104,4,7,She is happy with her life and takes much pride in being a good mother of three children. She still makes time to hang out with her friends to keep the other side of her life happy.,27,1,,,5,5,AV1GW7HQ25UES,1,instruct|life_satis|neg_affect|pos_affect
105,4,7,Maria seems very content with her chosen life of raising her children.  She enjoys being a mother and still keeps in touch with her old friends so she isn't completely consumed by her children.,32,2,5,,4,6,A3KVVCGTCLUWXO,1,instruct|life_satis|pos_affect|neg_affect
106,4,7,I believe she is feeling the impact of being a mother to her children. She enjoys taking care of her children and making them happy. This is a biological response that occurs with a majority of mothers.,21,1,5,,4,6,A1UJBIY5017FNZ,1,instruct|life_satis|neg_affect|pos_affect
107,4,7,"I think Maria is so busy that she doesn't really have time to sit down and think about her emotions. I think if she slowed down, she might realize that that she is using this busyness to prevent her from coming to terms with the possibility that she may be substituting her goals and ambitions for that of her children.",24,2,5,,5,5,A2IN7E6LD3SHJD,1,instruct|life_satis|pos_affect|neg_affect
108,4,7,"She is usually thinking about her children and other people, not about herself. They distract her so that she never focuses on the things that get her down, and she is constantly thinking of the next thing she needs to do -- logistics of how to get her kids places, what her friends want to do that night, etc.",23,2,5,,5,5,AFZO7PSKCYXJ1,1,instruct|pos_affect|neg_affect|life_satis
109,4,7,"She is very happy and satisfied. She feels she has made good decisions that have led her to being happy with her life, and happy with what life has given her. She lives her life for others, and is totally fine with that. ",22,2,5,,4,7,A24JFXQ695JETI,1,instruct|pos_affect|neg_affect|life_satis
110,4,7,I think that Maria is thinking that her children are the greatest thing to ever happen to her. She is probably thinking that she would do anything for her children and that her purpose in life is to raise her children well.,22,1,5,,4,5,A1UPJLTUI6VLNP,1,instruct|life_satis|neg_affect|pos_affect
111,4,7,"I think she feels very compelled to do everything for her children without ever really thinking about what she might do just for herself. She's thinking of the next thing on the list that she has to achieve, where she has to be, who  she has to see, what she has to cook, etc. while never considering doing anything else.",57,2,5,,5,5,ADD6QU1TGC173,1,instruct|life_satis|pos_affect|neg_affect
112,4,7,"Maria feels that having her children gives her a reason to live. Making her children happy and giving them a good, fulfilling life in turn makes Maria feel fulfilled and like her life has purpose. For her, love and family equal a positive, happy life.",29,2,5,,5,8,A3EO9PL1ALC4CQ,1,instruct|neg_affect|life_satis|pos_affect
113,4,7,"Maria is just happy to be creating a path for success for her children. She is acting extremely selfless in that she is only worried about her children. She subconsciously understands that her children are the most important thing in the world, and in the end she will remember helping her children over spending time with her friends.",22,1,5,,4,5,ALOI2YWIIOCO,1,instruct|neg_affect|life_satis|pos_affect
114,4,7,Maris seems to be happy. But it seems that there is something missing in this story(it was not provided the rest). She has a very busy life for she has to take care of the children.,28,1,2,,2,7,A3FT3GXRFE29EH,1,instruct|life_satis|pos_affect|neg_affect
115,4,7,"Maria's mind is focused on the positives of life.  she has chosen to live in such a way, that she spends so much time and thoughts about the great things in her life, that the can easily handle the bad things when they happen.  this is a classic example of ""positive thinking.""",57,1,5,,5,6,A1S88VQY8G8CNC,1,instruct|pos_affect|neg_affect|life_satis
116,4,7,"Her kids are always on her mind, because of this, she feels fulfilled in life and is anxious to live another day.  Her family is her number one priority and her happiness demonstrates that.",18,1,2,,4,6,A2GNS95LO0S77A,1,instruct|pos_affect|life_satis|neg_affect
117,4,7,"Maria sounds like she is a single mother, but one who lives for her children, and that is all she needs in life. Maria thinks everyday what she could do to make her children’s lives better-off, and in return this makes her and her children happy. Maria thinks about her children 34/7/365.",31,1,5,,6,5,A25ZADCJI3D5AF,1,instruct|pos_affect|life_satis|neg_affect
118,4,7,She is not unhappy and she loves to care for her children.  She likes to keep busy and has tons of things to do with her children and her children's friends.  She has a lot to look forward to.,32,1,3,,5,6,A256YQIKQ2IO3W,1,instruct|pos_affect|neg_affect|life_satis
119,4,7,"Maria feels fulfilled with her life. She has children who she loves and who love her in return, and she is extremely dedicated to them. She enjoys spending time with them and doing things to help make their lives better. ",24,2,5,,4,8,A2IC2WC430TQ0X,1,instruct|neg_affect|life_satis|pos_affect
120,4,7,"Maria loves her children. Her benevolence provides fulfillment, which could be her selflessness. Or, she was treated poorly or has seen people be treated poorly in the past, and seeks to rectify this by caring about the people around her.",23,1,5,,6,5,A2DRWXYEI13T52,1,instruct|life_satis|pos_affect|neg_affect
121,4,6,Maria probably had the mindset from a young age that she wanted to have children. By having children and maintaining her previous lifestyle and seeing her friends she is able to be pleased with her life choices.,18,2,5,,4,5,A35SDHOCJP65U9,1,instruct|neg_affect|pos_affect|life_satis
122,4,7,"maria enjoys making her children happy - this, in turn, makes her happy. she also visits her own friends when she can, which brings her joy. the focus of her life is family and friends, and she is able to spend so much time with the most important people in her life.",29,2,5,,5,5,AZE0OFV4GZZ44,1,instruct|neg_affect|pos_affect|life_satis
123,4,4,"To be honest I do not have any specific guess regarding Maria's decision making so I do not know what to think. If anything I think that Maria is going to stay focused and do what she needs to in order to successfully move forward. I also do not recall very many details from the past couple excerpts because I did not ready very much into them. My goal in this position is simply to meet the remainder of the character requirement. I will admit I did not read in anticipation of such a specific quiz. Also, I do not believe that believe that one hundred and seventy five characters in in any way, near two sentences. This in my opinion is a large requirement on behalf of the individual completing this survey. If I were to guess I would say that Maria is a very cautious individual and hopefully be able to accomplish all of her goals given the parameters of this event in particular. Again this was a very straining requirement for such a small survey. ",21,1,3,,4,6,AF0HZHI25C1S4 ,1,instruct|pos_affect|neg_affect|life_satis
124,4,7,Maria is happy because she has the support of her family. When people are alienated from their family bad things happen. This family cohesiveness creates positive experiences. ,32,1,5,,8,3,A3BPTG7A6TOQC9,1,instruct|neg_affect|life_satis|pos_affect
125,4,7,Maria is probably thinking about her children's futures and what will become of them. Maria is also probably trying to keep track of all the things needs to complete during her day and week. She stays very busy and has many tasks at hand that are important to her and her family.,29,1,5,,3,4,A3SFNMTK31EBV1,1,instruct|neg_affect|pos_affect|life_satis
126,4,7,"I think Maria is feeling a lot of fulfillment, having raised her children to this point and seeing them thriving.  She gets satisfaction from the peace and joy of spending time with her children and her old friends.",54,2,5,,5,5, A2YIEPQOATHN31,1,instruct|pos_affect|life_satis|neg_affect
127,4,7,"Maria is someone who thinks that the glass as half full rather than half empty.  Maria is thinking ""Why be one of those people who is so miserable and inappreciative that I see right in front of me that I have wonderful children and they have wonderful friends.  This is a time I will never get back, so why not dive in, take them to the park, be involved at their school and in their lives in general.""",35,1,2,,5,4,A1WUTZU21EBA5Y,1,instruct|neg_affect|pos_affect|life_satis
128,4,6,I think that she enjoys motherhood very much. She seems to be enjoying all the simple things in life that many other people would take for granted. She loves her simple life very much.,33,1,2,,5,5,A1MADOUB1BA0A5,1,instruct|pos_affect|life_satis|neg_affect
129,4,7,"She is planning out the children's present and future.  Maria's world is full of children, friends and love.  There is no negativity in Maria's mind.  Everyone has a place and belongs in Maria's life.  I feel this is what is going on in her mind.",63,2,5,,3,4,A2VOADROWMC2ZM,1,instruct|neg_affect|life_satis|pos_affect
130,4,6,"Although it may feel like a lot of work to her. In Maria's thoughts, she is quite content because her children are the focus to her emotions. All the actions she does is for her children and the way she expresses, really relflects on what she does.",26,1,3,,5,8,A68V2MSXM7FMY,1,instruct|life_satis|pos_affect|neg_affect
131,4,7,"Because Maria loves her children so much, it makes her feel good to do things for them and to take care of them.  This makes her feel good because she cares about whether they are happy and about whether they have a good future.  Since these goals are important to her, then it fulfills her and makes her happy to do so much for her children.",51,2,5,,6,6,AV5X7GZTYJSNF,1,instruct|pos_affect|life_satis|neg_affect
132,4,7,She is thinking about how lucky she is to have such great children. She is thinking about how wondergul everything turned out. Also she is thinking about how grateful she should be and is about her life.,23,2,2,,4,8,A1KWGIXC037A9B,1,instruct|life_satis|neg_affect|pos_affect
133,4,7,"Maria sounds like she has learned to balance her home life with her social life. It is obvious that she loves her children very much, and they love her back very much. She has managed to keep her friends close and makes time for them. Her life sounds very well rounded and very complete. She is extremely lucky and definitely has her priorities straight.",60,2,5,,4,7,A2YAJ76U3JTDS5,1,instruct|neg_affect|life_satis|pos_affect
134,4,7,About her children's futures and what she can do to insure they end up having happy lives. She also goes over how truly grateful she is to be so fortunate to have three healty beautiful children.,33,1,2,,4,9,A2AHIEN1A67L3R,1,instruct|life_satis|neg_affect|pos_affect
135,4,7,"She is wanted and needed. She finds pleasure in doing for her kids, but also finds time for old friends. Overall there is little time for anything else other than being giving and that is what she wants to do.",46,1,5,,4,7,AFZ3OILHAA7V3,1,instruct|pos_affect|life_satis|neg_affect
